0.568 liter, pint
transport, carriage
transportdienst, haulage
transportdienst, haulage service
transportebene, transfer layer
transporteinrichtung, transport equipment
transporterleichterung, facilitation of transport
transporter, transporter
transporte, transports
transportfahrzeug, transport vehicle
transportflugzeug, airfreighter
transportflugzeuge, transport planes
transportflugzeug, transport plane
transportgefahr, risk of conveyance
transportgemeinkosten, indirect transport costs
transportgewerbe, carrying business
transportgewerbe, carrying trade
transportgüter, goods in transit
transport, haulage
transportierbar, transportable
transportieren, carry
transportieren, convey
transportierend, transporting
transportieren, transport
transportierte, transported
transportiert, transports
transportkapazität, capacity of transporting
transportkarren, trolley
transportkosten, carriage
transportkosten, cost of carriage
transportkosten, freight costs
transportkosten, haulage
transportkosten, transportation costs
transportkosten, truckage
transportmittel, means of conveyance
transportmittel, means of transport
transportmittel, means of transportation
transportrisiko, peril of transportation
transportrisiko, risk of transport
transportrisiko, transportation risk
transportrolle, feed roll
transportschäden, damages in transit
transportschaden, loss in transit
transportschiffe, transport ships
transportschiff, transport ship
transporttechnik, transport technology
transport, transport
transport, transportation
transportunternehmen, carrying business
transportunternehmen, forwarder
transportunternehmen, transport company
transportunternehmer, common carrier
transportversicherung beschaffen, procure transport insurance
transportversicherung, goods in transit insurance
transportversicherung, insurance of goods in transit
transportversicherung, transit insurance
transportversicherung, transport insurance
transportverzug, transport delay
transport von teilen, components transport
transport vorschub, feed
transportwesen, transport facilities
transportzeit, transport time
transsexualismus, transsexualism
transsexuellen, transsexuals
transsexuelle, transsexual
transversalbogen, transverse arch
transversalrippe, transverse rib
transversalrippe, tranverse rib
transvestismus, transvestism
transvestiten, transvestites
transvestitismus, transvestism
transvestit, transvestite
transzendentalismus, transcendentalism
transzendentalisten, transcendentalists
transzendentalist, transcendentalist
transzendentalphilosophie, transcendentalism
transzendent, transcendent
transzendent, transcendental
transzendenz, transcendence
trantitiv, transitive
trapeze, trapezes
trapezförmiges gewölbe, trapedoidal vault
trapeziodes, trapezoidal
trapeziode, trapezoids
trapezkapitell, trapezoidal capital
trapezkünstler, aerial acrobat
trapezkünstler, trapeze artist
trapezoid, trapezoid
trapezplatz, trapezoid square
trapezstufe, trapezoidal step
trapez, trapeze
trapez, trapezium
trapper, trappers
trappisten, trappists
trassaten, payers
trassierend, tracing out
trassieren, planning of street alignment
trassieren, trace out
trassierte, traced out
trassiert, traces out
trat ab, ceded
trat dazwischen, intermediated
trat ein, eventuated
trat, kicked
trat leise, pussyfooted
tratsch, chin-wag
tratschen, chin-wag
tratschend, gossiping
tratschte, gossiped
tratscht, tattles
tratte, draft
tratten akzeptieren, accept drafts
tratten akzeptieren, to accept drafts
tratten zu akzeptieren, which is authorized to accept drafts
trat, trod
trat vor, anteceded
trat wieder auf, reappeared
trat zurück, receded
trat zutage, outcropped
traualtar, altar
traube, bunch of grapes
traube, grape
trauben, bunches of grapes
traubenlesen, vintages
traubenlese, vintage
traubensaft, grape juice
traubenzucker, dextrose
traubenzucker, glucose
trauende, mourner
trauend, trusting
trauen, get married
trauen jemandem, trust
trauerfeier, funeral service
trauerfeierlichkeit, obsequies
trauerflor, crape
trauerflore, crapes
trauerkleidung, black
trauerkleidung, mourning
trauerkleidung, weed
trauermärsche, funeral marches
trauermarsch, funeral march
trauer, mourning
trauernder, mourner
trauernd, mourning
trauern, mourn
trauerschleier, black veil
trauertaube, american mourning dove
trauer, teariness
trauerte, mourned
trauert, mourns
trauervoll, mournful
trauerweiden, weeping willows
trauerweide, weeping willow
trauerzug, funeral procession
traufe, eaves
träufeln, trickle
träufelt ein, instils
träuffelte ein, instilled
träuffelt ein, instills
traufmauer, wall under the eaves
trauiger, tearier
trauigkeit, tearfulness
trauig, pathetical
trauigste, teariest
traulichkeiten, intimacies
traumartig, dreamlike
traumatische, traumatically
traumatisch, traumatic
traumatisierung, traumatization
trauma, trauma
traumbilder, visions
traumbild, phantom
traumbild, vision
traumdeuter, dream reader
traum, dream
träumend, daydreaming
träumen, dream
träumen, dreamed
traumen, traumas
träumer, dreamer
träumereien, musings
träumerei, reverie
träumer, fantast
träumerisch, dreamful
träumerische, dreamfully
träumerischere, dreamier
träumerischste, dreamiest
traumhaft, phantasmagoric
traumhaft schön, a perfect dream
traumland, dreamland
traumländer, dreamlands
traumlos, dreamless
traumschloß, dream castle
traumstraße, dream-road
träumt, dreams
träumte, daydreamed
träumte, dreamt
träumtes, dreamed
traumwandlerisch, sleepwalking
traumwelt, dream world
traumziel, dream destination
traurede, marriage-sermon
traurig, doleful
traurige, dolefully
traurige nachricht, sad news
trauriger, sadder
trauriges ereignis, sad event
trauriges gesicht, sad face
trauriges unfall, sad accident
traurigkeit, dolorousness
traurigkeit, sadness
traurigkeit, tearfulness
traurig machen, sadden
traurig, plaintive
traurig, sad
traurig, sorry
traurigsten, saddest
traurigste, saddest
traurig werden, sadden
trauschein, marriage certificate
trausegen, wedding blessing
traute sich, dared
traut, trusts
trauungen, marriage-ceremonies
trauung, marriage
trauzeugen, witnesses to a marriage
trauzeuge, witness to a marriage
traversal, traversal
traversensappe, traversed sap
traverse, traverse
traversieren fechten, traverse
travestien, travesties
travestierend, travestying
travestierte, travestied
travestie, travesty
treckend, trekking
trecks, treks
treck, trek
treffend, apposite
treffende ausdruck, precise term
treffende, felicitously
treffend, striking
treffen, hit
treffen, informal meeting
treffen, meet
treffen, meeting
treffen sich, are brought into contact
treffer, hit
treffgenauigkeit, accuracy
treffischerstem, most unerring
trefflichkeit, admirableness
treffpunkt, meeting place
treffpunkt, rendezvous
treffsicher, unerring
treibbar, forceable
treibeis, drift ice
treibend, adrift
treibende kraft, mainspring
treibend, impulsive
treiben, drift
treiben, drive
treiben, driven
treiben, float
treiben, goings
treiben, push
treiber, driver
treibertransistor, driver transistor
treibgas, fuel gas
treibgut, flotsam
treibhauseffekt, greenhouse effect
treibhaus, hothouse
treibhauspflanze, hothouse plant
treibholz, driftwood
treibhölzer, driftwoods
treibjagd, battue
treibkraft, driving power
treibladung, propelling charge
treibmine, floating mine
treibminen, floating mines
treibmittel, propellent
treibriemen, belt
treibsand, quick sand
treibstoff, fuel
treibstoff, juice
treibstoff, propellant
treibt an, actuates
treibt, drifts
treibt handel, merchandises
treibt herum, gads
treibt hoch, boosts
treidelleinen, towlines
treidelleine, towline
treidelnd, towing
treidelpfade, towpaths
treidelpfad, towpath
treidelt, tows
trekkingbike, hybrid bicycle
tremazeichen, diaeresis
tremolo, tremolo
tremplermarkt, junk fair
tremplermarkt, junk market
trendanalyse, analysis of trends
trendänderung, change of tendency
trendlinie, trendline
trend, trend
trendumkehr, reversal of the trend
trendumkehr, trend reversal
trendwende, reversal of the trend
trendwende, trend reversal
trennbar, dividable
trennbarere, more separable
trennbare, separably
trennbarkeit, separability
trennbarkeit, separableness
trennbarkeit, severability
trennbar, separable
trennbar, severable
trennbarste, most separable
trenneinrichtung für formulare, burster
trenneinrichtung, separator
trennend, disassociating
trennende, disjunctively
trennendere, more separating
trennende, separator
trennen, detach
trennen, dossociate
trennend, separating
trennendste, most separating
trennen, separate
trennen, slit
trennen von, secede
trennen von, separate from
trennfilter, separating filter
trennfläche, joint face
trennlinie, dividing rule
trennlinie, parting line
trennmaschine für endlosformulare, decollator
trennmaschine, ripper
trennmauer, separating wall
trennschalter, breaker
trennschaltung, isolating circuit
trennschärfe, discriminatory power
trennschärfen, selectivities
trennschärfe, selectivity
trennschärfste, most selective
trennsteckerklinke, break jack
trennsteckverteiler, break jack block
trennsymbol, delimiter
trennt auf, ravels
trennt, disassociates
trennte auf, raveled
trennte, disconnected
trennte neu, resegregated
trennt neu, resegregates
trennung, detachment
trennung, dissociation
trennung, partition
trennungsentschädigung, separation allowance
trennung, separation
trennung, severance
trennungsgeld, separation allowance
trennungsgeld, severance pay
trennungsvereinbarung, separation agreement
trennwand, divider
trennwand, partition
trennzeichen, separator
treppabwärts, downstairs
treppe hinabgehen, go downstairs
treppe hinauf, up down stairs
treppenabsatz, landing
treppenachse, centre line of stairs
treppenanfang, first steps of stairs
treppenanlage, grand stairs
treppenarm, flight
treppenaufgang, staircase
treppenaufgang, stairway
treppenauge, stairs opening
treppenbauer, stair builder
treppenbau, stair construction
treppenbeleuchtung, staircase lighting
treppenbogen, corbel arch with stepped intrados
treppenbreite, stairs width
treppenbrücke, stepped bridge
treppenbrüstung, stairs parapet
treppenfenster, staircase window
treppenflucht, flight of stairs
treppenflucht, series of straight flights
treppenflur, landing corridor
treppenform, echelon form
treppenform, shape of stairs
treppenfries, frieze of corbel arches
treppenführung, layout of stairs
treppenfunktion, step function
treppenfuß, foot of stairs
treppengeländer, banister
treppengeländer, stair-rail
treppengeländer, stair-railings
treppengiebel, crow-step gable
treppenhalle, staircase hall
treppenhaus, hallway
treppenhaus, staircase
treppenhaus, staircase of spiral stairs
treppenhöhe, total rise of stairs
treppenlänge, length of stairs
treppenläufer, stairs carpet
treppenlauf, flight
treppenloch, stairs opening
treppenmaße, dimensions of stairs
treppenmauer, flight partition
treppenmündung, top of stairs
treppennormalform, reduced echelon form
treppenpfeiler, newel
treppenraumumfassung, staircase enclosure
treppenschacht, stairwell
treppenschließe, rod connecting strings
treppenschrank, cupboard entrance
treppensohle, staircase foundation
treppenstraße, street of steps
treppentürmchen, stair turret
treppenturm, stair tower
treppenumgang, gallery of staircase
treppenwange, stair string
treppenwechsel, stairs trimmer
treppenweg, stepped pathway
treppe, stair
treppe, staircase
treppe, stairs
tresorfach, safe deposit box
tresorfachversicherung, safe deposit box insurance
tresorraum, strongroom
tresorraum, vault
tresorraumþ, strongroom
tresor, safe
tretend, kicking
treten in kraft am, enter into force as from
treten, kick
treten, step
treten, step into
treten, tread
treten, tread {trod
tretlager, bottom bracket
tretlagerhöhe, bottom bracket height
tretlagerrohr, bottom tube
tretmühle, sweat-mill
tretmühle, treadmill
tretmühleþ, sweat-mill
treu, abidingly
treubrüchig, disloyal
treubrüchigere, more disloyal
treubrüchigste, most disloyal
treue, constancy
treue, faithfulness
treue, fidelity
treuegelöbnis, troth
treue, loyalty
treuere, more faithful
treues, faithfully
treue, staunchness
treueste, most faithful
treu, faithful
treu, faithfully
treu geblieben, uncompromised
treuhänder, fiduciary
treuhänderische einlagen, trust deposits
treuhänderische geschäfte, fiducary operations
treuhänderisch, fiduciary
treuhänderisch, fuduciary
treuhänder, trustee
treuhänder und geschäftsführer, receiver and manager
treuhandquittung, trust receipt
treuhandschaft, trusteeship
treuhandvertrag, deed of trust
treulich, faithfully
treuliebende, uxoriously
treuliebend, uxorious
treulos, disloyal
treulosere, more faithless
treuloseste, most faithless
treulose, unfaithfully
treulos, faithless
treulos, hollowhearted
treulosigkeit, disloyally
treulosigkeit, hollowheartedness
treulos, unfaithful
treu, loyal
treu, staunch
treu und glauben des absenders, the good faith of the consignor
treu und glauben, equity and good faith
triangelkreuz, triangulated cross
triangulatur, triangulation
tribunalbogen, arch of roman tribunal
tribunal, forum
tribunal, tribune
tribüne, tribune
tribun, tribune
tributpflichtigkeit, tributariness
tribut, tribute
trichine, trichina
trichter, crater
trichter, filler
trichterförmig, funnel shaped
trichter, funnel
trichter, hopper
trichterkapitell, funnel-shaped capital
trick, art
trickfilm, animated cartoon
tricksend, tricking
trick, trick
trick, wrinkle
trieb an, actuated
trieb, coasted
trieb dahin, drifted
trieb, desire for
trieb, driving force
trieb, drove
triebfedern, motivating forces
triebhaftere, more instinctive
triebhafteste, most instinctive
triebhaft, libidinal
trieb handel, merchandised
trieb herum, prowled
trieb hoch, boosted
trieb, impulse
trieb in die enge, cornered
triebkraft, mover
trieb possen, frolicked
triebsand, silt
trieb umher, gadded
trieb unzucht, whored
trieb, urge
triebwerk, engine
trieb, young shoot
triefäugig, blear eyed
triefäugige, blearily
triefend, sopping
triefnasse, dripping wet
trieft, drips
trifft ein, arrives
trifft, hits
trifft sich, foregathers
trifft zusammen, coincides
triforium, triforium
triftigere, more valid
triftiger grund, good reason
triftiger grund, just cause
triftigste, most valid
triggern, trigger
trigger, trigger
trigonometrie, trig
trigonometrie, trigonometry
trigonometrischen, trigonometrically
trigonometrische, trigonometrical
trigonometrisch, trigonometric
trigonometrisch, trigonometrical
trikerion, trikirion
trikoloren, tricolors
trikolore, tricolour
trikot, tricot
trilateral, trilateral
trillernd, quavering
trillern, quaver
trillern, trill
trillern, warble
trillern, warbling
trillerte, trilled
trillert, quavers
trillion, trillion
trilogie, trilogy
trimesterende, end of term
trimester, term
trimester, trimester
trimmpotentiometer, trim-pot
trinidad und tobago, trinidad and tobago
trinitarier, trinitarians
trinitatis-sonntag, trinity sunday
trinitatis, trinity sunday
trinkbar, drinkable
trinkbar, potable
trinke aus, drink it up
trinken, bib
trinkend, drinking
trinken, drink
trinken, drinking
trinker, drunkard
trinkfestere, harder drinking
trinkfesteste, hardest drinking
trinkfest, hard drinking
trinkgeld, tip
trinkglas, tumbler
trinkhalle, pumproom
trinkhalm, straw
trinkkrug mit deckel, tankard
trinkspruch, toast
trinkstube, tap-room
trinkt, bibs
trinkwasserbrunnen, bubbler
trinkwasserbrunnen, drinking fountain
trinkwasser, drinking water
trinkwasser, fresh water
triole, triplet
trio, trio
triplizität, triplicity
trippelnd, tripping
trippeln, scurry
trippeln, trip
trips, trips
trip, trip
triptychonreliquiar, triptych-reliquary
tritt ab, cedes
tritt auf, appears
tritt bei, accedes
tritt dazwischen, intermediates
tritt ein, eventuates
tritt, kick
tritt, kicks
tritt leise, pussyfoots
trittraste, groove for foot grip
trittstärke, thickness of step
trittstein, stepping stone
tritt, step
trittstufe, tread
tritt über zaun, stile
trittverziehung, balancing of step
tritt vor, antecedes
trittvorsprung, nosing
tritt wieder auf, reappears
tritt zurück, recedes
tritt zutage, outcrops
triumpfwagen, chariot
triumphalere, more triumphant
triumphalste, most triumphant
triumphal, triumphal
triumphbogen, triumphal arch
triumphgefühl, flush of success
triumphierend, glorying
triumphierend, triumphant
triumphierend, triumphantly
triumphieren, exult
triumphieren, triumph
triumphieren, vaunt
triumphierte, gloried
triumphierten, triumphed
triumphiert, glories
triumphkreuz, rood-cross
triumph, triumph
triumph-, triumphal
triumphzug, triumphal procession
trivialisierend, trivializing
trivialisieren, trivialize
trivialisierte, trivialized
trivialisiert, trivializes
trivialitäten, trivia
trivialität, triviality
trivial, trivial
trizentrische wendeltreppe, spiral stairs with three newels
trochäischer vers, trochaic
trocken, arid
trocken aufbewahren, keep dry
trockenbatterie, dry-cell battery
trockendock, dock
trocken, dry
trockene, aridly
trockener, drier
trockener graben, dry ditch
trockenes wetter, dry weather
trockenfäule, dry rot
trockenfuge, dry joint
trocken halten, keep dry
trockenheit, drought
trockenheit, dryness
trockenladung, dry cargo
trockenlauf, dry run
trockenlegen, drain
trockenmauer, dry stone wall
trockenmauerwerk, dry masonry
trockenmittel, drier
trockenofen, kiln
trockenperiode, drought
trockenriß, seasoning crack
trockenste, driest
trockentest, dry run
trocknend, dehumidifying
trocknen, dehumidify
trockner, dryer
trockner, kiln
trocknet, dehumidifies
trocknete, dried
trödelmarkt, junk market
trödelmarkt, rag-fair
trödeln, dally
trödelnd, dallying
trödel, rummage
trödelt, dallies
trödelte, dallied
trödler, junk dealer
trogbrücke, u-section bridge
trogkettenförderer, trough chain conveyor
troglodytisch, troglodytic
trog, trough
trollend, toddling
trollen, toddle off
trollte, toddled
troll, troll
trollt, toddles
trommel, barrel
trommel des revolvers, clip
trommel, drum
trommelfeuer, barrage
trommelfeuer, drumfire
trommeln, beat the drum
trommelnd, drumming
trommeln, drum
trommeln, drumming
trommelsäule, column composed of drums
trommelschlägel, drumsticks
trommelstock, drumstick
trommelstöcke, drumsticks
trommelt, drums
trommel zum transport von flüssigkeiten, tight barrel
trommler, drummer
trompenanfänger, springer of a squinch
trompenkuppel, dome on squinches
trompenleibung, intrados of a squinch
trompe, squinch
trompetend, trumpeting
trompeten, trumpeting
trompeter, trumpeter
trompetete, trumpeted
trompete, trumpet
tropenfestere, more tropicalized
tropenfesteste, most tropicalized
tropenfest machen, tropicalize
tropenhelm, pith helmet
tropenhelm, sun-helmet
tropenhelm, topee
tropenholz, tropical wood
tropenkrankheit, tropical disease
tropentauglich, tropicalized
tropen, tropics
tröpfchen, droplet
tröpfelnd, dribbling
tröpfelnd, drippy
tröpfeln, dribble
tröpfeln, drip
tröpfeln, dropping
tröpfeln, trickle
tröpfelt, dribbles
tröpfelte, dribbled
tropfen, drip
tropfen, drop
tropfend, seeping
tropfenförmig, drop shaped
tropfenweise, drop by drop
tropfkörper, percolating filter
tropfsteinhöhle, stalactite caves
tropft, drips
tropfte, dripped
tropftrichter, dropping funnel
tropfwasser, dripping water
trophäe, trophy
tropischen, tropically
tropischere, more tropical
tropischste, most tropical
tropisch, tropical
trosse, hawser
tröstbar, consolable
trost, comfort
trost, consolation
trösten, comfort
trösten, console
tröstend, consoling
tröstend, solacing
trösten, solace
tröstet, consoles
tröstete, comforted
tröstet, solaces
tröstlich, comfortable
tröstlich, comforting
tröstliche, comfortingly
trostlos, comfortless
trostlos, desolate
trostlose, disconsolately
trostloser, drearier
trostlosere, more disconsolate
trostloseste, dreariest
trostlosigkeit, desolation
trostpreise, solatia
trostpreis, solatium
trostreich, comfortable
trostreich, comforting
trostreichere, more comforting
trostreichste, most comforting
trost, relief
tröstung, solacement
trottelig, gawkly
trottel, ninny
trottel, schmuck
trottend, jogging
trotten, jog
trotten, trot
trotten, trudge
trotter, trotter
trottete, plodded
trottet, jogs
trotz alledem, but for all that
trotz bieten, beard
trotz, defiantness
trotzdem, all the same
trotz, despite
trotz einer solchen weigerung, such refusal notwithstanding
trotz einer solchen weigerungþ, such refusal notwithstanding
trotzen, affront
trotzend, braving
trotzen, defy
trotzendere, more defying
trotzendste, most defying
trotzen, outdare
trotzig, defiant
trotzige, defiantly
trotzigere, more defiant
trotzigste, most defiant
trotz, in spite of
trotz, inspite of
trotz, notwithstanding
trotz ständiger neuerschließungen, although constantly expanding
trotzt, defies
trotzte, defied
trotz unserer großen vorsicht, in spite of our great care
trotz unserer vorsichtsmaßnahmen, in spite of our precautions
troygewicht, troy
troygewicht, troy weight
troygewicht, troyweight
trübbar, tarnishable
trübe, blear
trübe, dull
trüben, blur
trübend, dulling
trüben, tarnish
trüber, muddier
trübe, turbid
trüb, fishy
trübheit, turbidity
trübsal blasen, mope
trübsalbläser, moper
trübsal, tribulation
trübselig, dismal
trübseligere, gloomier
trübseligste, gloomiest
trübsinn, gloom
trübsinnig, blue
trübste, muddiest
trübt, dims
trübte, dulled
trudelnd, trundling
trudeln, trundle
trudelte, trundled
trudelt, spins
trüffel, truffle
trugbild, phantasm
trugbild, phantom
trug, bore
trug ein, inscribed
trügerisch, delusory
trügerische, elusively
trügerischere, more treacherous
trügerischer schein, speciousness
trügerisch, fallacious
trügerischste, most treacherous
trügerisch, trappy
trugschluss, fallacy
trugschluß, fallacy
trugschluss, sophism
trugschluß, sophism
trug, shouldered
trug, wore
truhe, chest
truhe, coffer
truhenreliquiar, chest-reliquary
truhe, trunk
trümmer, debris
trümmer, ruins
trumpfend, trumping
trumpfte, trumped
trumpf, trump
trunken, drunken
trunkenere, more drunken
trunkenheit, drunkenness
trunkenheit, grogginess
trunkenheit, insobriety
trunkenste, most drunken
trunksüchtig, bibulous
trunksüchtige, bibulously
trunksüchtigere, more alcoholic
trunksüchtigste, most alcoholic
trupp, band
truppen, forces
truppentransporter, troop-carrier
truppen, troops
truppe, troup
trupp, gang
trupps, combat troops
trupp, troop
truppweise, in troops
trust, trust
truthahn, turkey
tsarrolle, star role
tschad, chad
tschako, shako
tschechen, czechs
tschechien, czechia
tschechische republik, czech republic
tschechoslowakei, czechoslovakia
tschechoslowakisch, czechoslovak
tschüß, so long bye bye
tsetsefliege, tsetse
t-shirt, tee-shirt
t-treppe, t-shaped stairs
tuba, tuba
tuberkulose, tuberculosis
tuberkulös, tuberculous
tube, tube
tuch, cloth
tuchhalle, cloth hall
tuch mit einem grauen streifen, a cloth with a grey stripe
tüchtig, able
tüchtig, capable
tüchtig, competent
tüchtig, efficient
tüchtige, proficiently
tüchtiger, goodlier
tüchtigkeit, capability
tüchtigkeit, competence
tüchtigkeit des vertriebs, marketing efficiency
tüchtigkeit, efficiency
tüchtigkeit, proficiency
tüchtig, proficient
tüchtig rangehen, put a jerk in it
tüchtigste, goodliest
tüchtig trinkend, tipple
tuchwaren, draperies
tücke, perfidy
tuckern, chuggle
tuckernd fahren, chuggle
tückisch, malicious
tudorbogen, tudor arch
tue es mir zuliebe, do it for my sake
tuend, doing
tue nicht, doesn't
tu es mir zuliebe, do it for my sake
tu es selbst, do it yourself
tu es sofort, do it without delay
tuffgewölbe, vault constructed of tufa stone
tuff, tuff
tüftelnd, working meticulously
tüfteln, work meticulously
tüftelt, works meticulously
tugend, goodness
tugendhaftere, more virtuous
tugendhafteste, most virtuous
tugendhafte, virtuously
tugendhaftigkeit, virtuousness
tugendhaft, morally
tugendhaft, virtuous
tugendrichterinnen, moralists
tugendsam, virtuous
tugend, virtue
tüll, tulle
tulpe, tulip
tumbaleuchter, funerary candlestick
tumbler, tumble-drier
tu mir einen gefallen, do me a favour
tümmelnd, scrimmaging
tümmeln, scrimmage
tümmelte, scrimmaged
tümmelt, scrimmages
tümmler, porpoise
tumorhaft, tumorous
tumor, tumour
tumorvortäuschende kotansammlung, scatoma
tümpel, pool
tumult, affray
tumultant, rioter
tumultartig, tumultuous
tumulte, riots
tumult, pandemonium
tumult, riot
tumult, row
tumultuarisch, riotous
tünchend, whitewashing
tünchen, paint
tünchen, whitewash
tünche, paint
tünchte, whitewashed
tüncht, whitewashes
tunesien, tunisia
tunicella, tunicella
tunichtsgut, good-for-nothing
tunika, tunic
tunke, dip
tunkend, dipping
tunkt, dips
tunkte ein, dunked
tunkt ein, dunks
tunlich, feasible
tun müssen, need to do
tunnelbau, tunnelling
tunnel, road tunnel
tunnelscharte, tunnel-shaped embrasure
tunnel, tunnel
tun sie, do as you please
tun sie es mit reinem gewissen, do it with a clear conscience
tun sie ihr möglichstes, will you do all in your power
tupel, tuple
tüpfelnd, dotting
tüpfeln, stipple
tüpfelte, dotted
tüpfelt, stipples
tupfen, dab
tupfen, speckle
türangel, hinge
turbantragend, turbaned
turban, turban
turbine, nozzle
turbine, turbine
turbogenerator, turbogenerator
turbulent, turbulent
turbulenz, turbulence
tür, door
türflügel, leaf
türgriff, doorhandle
turiner grabtuch, holy shroud of turin
türkei, turkey
türkengefahr, turkish danger
türkentaube, collared dove
türkische gefahr abwenden, avert the turkish danger
türkisch, turkish
türkis, turquoise
türklingel, door-bell
türklopfer, knocker
turkmenistan, turkmenistan
turks- und caicosinseln, turks and caicos islands
turmarbeiter, steeplejack
turmburg, fortified residential tower
turm, castle
türmchen, turret
türmen, bunk
türmen nach, make a bolt for
türmen, skedaddle
türme, towers
turmfort, gun-tower
turmfuß, foot of a tower
turmgeschütz, turret gun
turmglocke, tower-bell
turmhoch, high as a tower
turmkreuz, spire-cross
turmmonstranz, turret-monstrance
turmpyxis, turret-ciborium
turmreliquiar, turret-reliquary
turmspitze, spire
turmspitze, steepletop
turmstadt, town of towers
türmte sich auf, loomed
turmtor, gate in a tower
turm, tower
turmtreppe, tower stairs
turmuhr, clock
turnend, doing gymnastics
turnen, do gymnastics
turner, gymnast
turnhalle, gym
turnhalle, gymnasium
turnierend, jousting
turnierhof, tilt-yard
turnierplatz, tournament square
turnierte, tourneyed
turnschuhe, plimsolls
turnt, does gymnastics
turnte, did gymnastics
turnusmäßig, rotational
turnusmäßig wechselnd, rotative
turnustafel, clergy duty-roster
türschloß, lock
türschwelle, doorsill
türspanner, bar cramp
türständer, door post
turteln, bill and coo
turteltaube, turtle dove
turteltaube, turtledove
tür zuwerfen, slam the door
tusche, tusche
tu sich belaufend auf, amounting to
tüte, bag
tutend, tooting
tuten, hoot
tuten, toot
tutete, tooted
tut nicht, doesn't
tut nochmals, redoes
tutorenstunde, tutorial
tutor, tutor
tut weh, smarts
tuvalu, tuvalu
tuxertal, tuxer valley
tweedhaft, tweedy
tweed, tweed
typenbeschränkung, limited variety
typenbeschränkung, simplification
typenbeschränkung, variety limiting
typenbeschränkung, variety reduction
typenbeschwänkung, limited variety
typensatz, type font
typenschild, name plate
typenschild, type label
typenstange, type bar
typen, types
type, slug
type, typeface
typhösen, typhoidal
typhös, typhoid
typhusähnlich, paratyphoid
typhusartig, typhoid
typhus, typhus
typischere, more typical
typisches kontinentalklima, typical continental weather
typische, typical
typisch für, characteristic for
typisch für wien, typically viennese
typisch kahle karsthügel, typically barren chalk hills
typischste, most typical
typisch, typic
typisch, typical
typistin, copy typist
typ, norm
typografie, typography
typografisch, typographic
typographischen, typographically
typographischer punkt, didot point
typographisch, typographic
typologie, typology
typ, type
typus, type
tyrannei, tyranny
tyrannisch, domineering
tyrannische, domineeringly
tyrannischen, tyrannically
tyrannischere, more despotic
tyrannischste, most despotic
tyrannisch, tyrannical
tyrannisieren, browbeat
tyrannisierend, browbeating
tyrannisieren, domineer
tyrannisieren, tyrannize
tyrannisiert, browbeats
tyrannisierte, browbeaten
tyrannis, tyranny
tyrann, tyrant
tyrrhenisches meer, tyrrhenian sea
u-bahn, subway
u-bahn, tube
u-bahn, underground
u-bahn, underground railroad
übbig, amply
übel, bad
übel dran sein, be in a bad way
übel, evil
übel genommen, resented
übelgenommen, resented
übelgesinnt, evil minded
übel gesinnt, ill-disposed
übelgewollte, wished a person ill
übelkeit, sickness
übellaunig, ill tempered
übelnehmend, easily offended
übelnehmen, miff
übel nehmen, resent
übelnehmen, resent
übelnehmerische, huffishly
übelnehmerischen, huffy
übelnehmerisch, huffily
übelnehmerisch, huffish
übelnehmerisch, resentful
übelriechende, malodorously
übelriechenden, foul smelling
übelriechender, smellier
übelriechend, ill smelling
übelriechend, smelly
übeltönend, cacophonous
übelwollende, malevolently
übelwollend, malevolent
übelwollen, wish a person ill
übend, exercising
üben, exercise
üben, practise
über 100 millionen reisende, over 100 million travellers
über 10 meilen lang, over 10 miles in length
über 20 an der zahl, over 20 in number
überabzählbar, uncountable
überaktiv, overactive
überall, all over
über alle maßen, beyond all measure
überall erhältlich, obtainable everywhere
überall erhätlich, obtainable everywhere
überall, everywhere
überallhin, abroad
überall, throughout
überaltert, outdated
überalterung, excess of age
überalterung von geräten, obsolescence
überangebot an arbeitskräften, excess supply of labour
überangebot an arbeitskräften, oversupply of labour
überangebot, excess supply
überangebot, oversupply
überängstlich, overanxious
überängstlich, overcareful
überanstrengend, overexerting
überanstrengen, overexert
überanstrengen, overstrain
überanstrengten, overstrained
überanstrengte, overexerted
überanstrengt, overexerts
überantworten, give over
überantwortung, commitment
überarbeitend, revising
überarbeiten, go over again
überarbeiten, overwork
überarbeitete auflage, revised edition
überarbeitete sich, overworked
überarbeitet, over-worked
überarbeitet, overwrought
überarbeitet sich, overworks
überarbeitung, excessive labour
überaß, overate
überaus, exceedingly
überbackend, scolloping
überbackene käseschnitte, rarebit
überbacken, scolloped
überbäckt, scollops
über-bank-feuer, fire over a parapet
überbauen, overbuild
überbau, superstruction
überbau, superstructure
überbaute fläche, built-up part of a site
überbeanspruchend, overusing
überbeanspruchen, overstrain
überbeanspruchen, overuse
überbeanspruchte, overused
überbeansprucht, overuses
überbeladen, overloaded
überbelasten, overload
überbelegen, overstaff
überbelegt, over-staffed
überbelegt, overstaffed
überbelichtend, overexposing
überbelichten, overexpose
überbelichtete, overexposes
überbelichtet, overexposed
überbeliefern, oversupply
überberechnung, excess charge
überberechnung, overcharge
überbeschäftigung, above capacity employment
überbeschäftigung, over-employment
überbeschäftigung, overemployment
überbesetzen, overmanning
überbesetzt, overstaffed
überbesteuernd, overtaxing
überbesteuern, overtax
überbesteuerte, overtaxed
überbesteuert, overtaxes
überbetonend, overemphasizing
überbetonen, overemphasize
